Pin,MC,TYPE,Parameter,Channel,SubChannel,Partition,Nibble,Offset,LoopDelay,REGID,FieldName,Register,Field,Size,Base,ExpectedData,StringData,StorageToken,LowLimit,HighLimit,ExitPort,ItuffToken,ItuffDescriptor
TDO,M6,DATA,-,-,A,1,0,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M6_A_1_0_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,1,0,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M6_A_1_0_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,1,0,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M6_A_1_0_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,1,0,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M6_A_1_0_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,1,0,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M6_A_1_0_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,1,1,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M6_A_1_1_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,1,1,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M6_A_1_1_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,1,1,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M6_A_1_1_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,1,1,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M6_A_1_1_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,1,1,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M6_A_1_1_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,2,0,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M6_A_2_0_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,2,0,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M6_A_2_0_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,2,0,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M6_A_2_0_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,2,0,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M6_A_2_0_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,2,0,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M6_A_2_0_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,2,1,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M6_A_2_1_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,2,1,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M6_A_2_1_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,2,1,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M6_A_2_1_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,2,1,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M6_A_2_1_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,2,1,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M6_A_2_1_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,3,0,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M6_A_3_0_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,3,0,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M6_A_3_0_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,3,0,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M6_A_3_0_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,3,0,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M6_A_3_0_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,3,0,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M6_A_3_0_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,3,1,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M6_A_3_1_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,3,1,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M6_A_3_1_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,3,1,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M6_A_3_1_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,3,1,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M6_A_3_1_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,3,1,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M6_A_3_1_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,4,0,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M6_A_4_0_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,4,0,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M6_A_4_0_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,4,0,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M6_A_4_0_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,4,0,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M6_A_4_0_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,4,0,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M6_A_4_0_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,4,1,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M6_A_4_1_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,4,1,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M6_A_4_1_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,4,1,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M6_A_4_1_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,4,1,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M6_A_4_1_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,A,4,1,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M6_A_4_1_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,0,0,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M6_B_0_0_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,0,0,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M6_B_0_0_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,0,0,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M6_B_0_0_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,0,0,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M6_B_0_0_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,0,0,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M6_B_0_0_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,0,1,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M6_B_0_1_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,0,1,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M6_B_0_1_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,0,1,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M6_B_0_1_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,0,1,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M6_B_0_1_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,0,1,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M6_B_0_1_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,1,0,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M6_B_1_0_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,1,0,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M6_B_1_0_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,1,0,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M6_B_1_0_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,1,0,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M6_B_1_0_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,1,0,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M6_B_1_0_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,1,1,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M6_B_1_1_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,1,1,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M6_B_1_1_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,1,1,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M6_B_1_1_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,1,1,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M6_B_1_1_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,1,1,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M6_B_1_1_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,2,0,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M6_B_2_0_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,2,0,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M6_B_2_0_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,2,0,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M6_B_2_0_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,2,0,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M6_B_2_0_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,2,0,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M6_B_2_0_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,2,1,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M6_B_2_1_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,2,1,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M6_B_2_1_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,2,1,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M6_B_2_1_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,2,1,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M6_B_2_1_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,2,1,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M6_B_2_1_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,3,0,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M6_B_3_0_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,3,0,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M6_B_3_0_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,3,0,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M6_B_3_0_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,3,0,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M6_B_3_0_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,3,0,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M6_B_3_0_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,3,1,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M6_B_3_1_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,3,1,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M6_B_3_1_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,3,1,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M6_B_3_1_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,3,1,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M6_B_3_1_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,3,1,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M6_B_3_1_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,4,0,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M6_B_4_0_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,4,0,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M6_B_4_0_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,4,0,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M6_B_4_0_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,4,0,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M6_B_4_0_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,4,0,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M6_B_4_0_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,4,1,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M6_B_4_1_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,4,1,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M6_B_4_1_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,4,1,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M6_B_4_1_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,4,1,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M6_B_4_1_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M6,DATA,-,-,B,4,1,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M6_B_4_1_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,0,0,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M7_A_0_0_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,0,0,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M7_A_0_0_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,0,0,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M7_A_0_0_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,0,0,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M7_A_0_0_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,0,0,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M7_A_0_0_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,0,1,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M7_A_0_1_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,0,1,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M7_A_0_1_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,0,1,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M7_A_0_1_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,0,1,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M7_A_0_1_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,0,1,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M7_A_0_1_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,1,0,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M7_A_1_0_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,1,0,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M7_A_1_0_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,1,0,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M7_A_1_0_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,1,0,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M7_A_1_0_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,1,0,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M7_A_1_0_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,1,1,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M7_A_1_1_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,1,1,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M7_A_1_1_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,1,1,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M7_A_1_1_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,1,1,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M7_A_1_1_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,1,1,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M7_A_1_1_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,2,0,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M7_A_2_0_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,2,0,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M7_A_2_0_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,2,0,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M7_A_2_0_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,2,0,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M7_A_2_0_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,2,0,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M7_A_2_0_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,2,1,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M7_A_2_1_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,2,1,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M7_A_2_1_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,2,1,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M7_A_2_1_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,2,1,x,x,x,txdqs_piref_offset,ddrd_n0_piref_offset1,M7_A_2_1_x_x_x_TxdqsPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,2,1,x,x,x,train_p2_picode,ddrd_n0_piref_offset1,M7_A_2_1_x_x_x_TrainP2Picode,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,3,0,x,x,x,piref_train_p0_code,ddrd_n0_piref_offset0,M7_A_3_0_x_x_x_PirefTrnP0Code,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,3,0,x,x,x,rcven_piref_offset,ddrd_n0_piref_offset0,M7_A_3_0_x_x_x_RcvenPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
TDO,M7,DATA,-,-,A,3,0,x,x,x,txdq_piref_offset,ddrd_n0_piref_offset0,M7_A_3_0_x_x_x_TxdqPirefOfst,8,-,-,-,-,-,-,2,HWFSM_DATA,HWFSMDAT
