Pin,MC,Channel,TYPE,SubChannel,Partition,Nibble,Lane,Bit,Rank,PinName,FieldName,Field,Size,Base,Codification,ExpectedData,StringData,StorageToken,LowLimit,HighLimit,ExitPort,ItuffToken,ItuffDescriptor
TDO,M0,0,DATA,A,1,1,6,x,x,DQ14,vcenter,M0_A_1_1_6_DQ14,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M0,0,DATA,A,1,1,7,x,x,DQ15,leftedge,M0_A_1_1_7_DQ15,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M0,0,DATA,A,1,1,7,x,x,DQ15,rightedge,M0_A_1_1_7_DQ15,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M0,0,DATA,A,1,1,7,x,x,DQ15,topedge,M0_A_1_1_7_DQ15,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M0,0,DATA,A,1,1,7,x,x,DQ15,botedge,M0_A_1_1_7_DQ15,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M0,0,DATA,A,1,1,7,x,x,DQ15,hmargin,M0_A_1_1_7_DQ15,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M0,0,DATA,A,1,1,7,x,x,DQ15,hcenter,M0_A_1_1_7_DQ15,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M0,0,DATA,A,1,1,7,x,x,DQ15,vmargin,M0_A_1_1_7_DQ15,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M0,0,DATA,A,1,1,7,x,x,DQ15,vcenter,M0_A_1_1_7_DQ15,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M0,0,DATA,A,2,0,0,x,x,DQ16,leftedge,M0_A_2_0_0_DQ16,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M0,0,DATA,A,2,0,0,x,x,DQ16,rightedge,M0_A_2_0_0_DQ16,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M0,0,DATA,A,2,0,0,x,x,DQ16,topedge,M0_A_2_0_0_DQ16,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M0,0,DATA,A,2,0,0,x,x,DQ16,botedge,M0_A_2_0_0_DQ16,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M0,0,DATA,A,2,0,0,x,x,DQ16,hmargin,M0_A_2_0_0_DQ16,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M0,0,DATA,A,2,0,0,x,x,DQ16,hcenter,M0_A_2_0_0_DQ16,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M0,0,DATA,A,2,0,0,x,x,DQ16,vmargin,M0_A_2_0_0_DQ16,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M0,0,DATA,A,2,0,0,x,x,DQ16,vcenter,M0_A_2_0_0_DQ16,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M0,0,DATA,A,2,0,1,x,x,DQ17,leftedge,M0_A_2_0_1_DQ17,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M0,0,DATA,A,2,0,1,x,x,DQ17,rightedge,M0_A_2_0_1_DQ17,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M0,0,DATA,A,2,0,1,x,x,DQ17,topedge,M0_A_2_0_1_DQ17,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M0,0,DATA,A,2,0,1,x,x,DQ17,botedge,M0_A_2_0_1_DQ17,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M0,0,DATA,A,2,0,1,x,x,DQ17,hmargin,M0_A_2_0_1_DQ17,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M0,0,DATA,A,2,0,1,x,x,DQ17,hcenter,M0_A_2_0_1_DQ17,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M0,0,DATA,A,2,0,1,x,x,DQ17,vmargin,M0_A_2_0_1_DQ17,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M0,0,DATA,A,2,0,1,x,x,DQ17,vcenter,M0_A_2_0_1_DQ17,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M0,0,DATA,A,2,0,2,x,x,DQ18,leftedge,M0_A_2_0_2_DQ18,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M0,0,DATA,A,2,0,2,x,x,DQ18,rightedge,M0_A_2_0_2_DQ18,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M0,0,DATA,A,2,0,2,x,x,DQ18,topedge,M0_A_2_0_2_DQ18,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M0,0,DATA,A,2,0,2,x,x,DQ18,botedge,M0_A_2_0_2_DQ18,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M0,0,DATA,A,2,0,2,x,x,DQ18,hmargin,M0_A_2_0_2_DQ18,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M0,0,DATA,A,2,0,2,x,x,DQ18,hcenter,M0_A_2_0_2_DQ18,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M0,0,DATA,A,2,0,2,x,x,DQ18,vmargin,M0_A_2_0_2_DQ18,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M0,0,DATA,A,2,0,2,x,x,DQ18,vcenter,M0_A_2_0_2_DQ18,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M0,0,DATA,A,2,0,3,x,x,DQ19,leftedge,M0_A_2_0_3_DQ19,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M0,0,DATA,A,2,0,3,x,x,DQ19,rightedge,M0_A_2_0_3_DQ19,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M0,0,DATA,A,2,0,3,x,x,DQ19,topedge,M0_A_2_0_3_DQ19,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M0,0,DATA,A,2,0,3,x,x,DQ19,botedge,M0_A_2_0_3_DQ19,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M0,0,DATA,A,2,0,3,x,x,DQ19,hmargin,M0_A_2_0_3_DQ19,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M0,0,DATA,A,2,0,3,x,x,DQ19,hcenter,M0_A_2_0_3_DQ19,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M0,0,DATA,A,2,0,3,x,x,DQ19,vmargin,M0_A_2_0_3_DQ19,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M0,0,DATA,A,2,0,3,x,x,DQ19,vcenter,M0_A_2_0_3_DQ19,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M0,0,DATA,A,2,1,4,x,x,DQ20,leftedge,M0_A_2_1_4_DQ20,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M0,0,DATA,A,2,1,4,x,x,DQ20,rightedge,M0_A_2_1_4_DQ20,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M0,0,DATA,A,2,1,4,x,x,DQ20,topedge,M0_A_2_1_4_DQ20,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M0,0,DATA,A,2,1,4,x,x,DQ20,botedge,M0_A_2_1_4_DQ20,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M0,0,DATA,A,2,1,4,x,x,DQ20,hmargin,M0_A_2_1_4_DQ20,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M0,0,DATA,A,2,1,4,x,x,DQ20,hcenter,M0_A_2_1_4_DQ20,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M0,0,DATA,A,2,1,4,x,x,DQ20,vmargin,M0_A_2_1_4_DQ20,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M0,0,DATA,A,2,1,4,x,x,DQ20,vcenter,M0_A_2_1_4_DQ20,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M0,0,DATA,A,2,1,5,x,x,DQ21,leftedge,M0_A_2_1_5_DQ21,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M0,0,DATA,A,2,1,5,x,x,DQ21,rightedge,M0_A_2_1_5_DQ21,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M0,0,DATA,A,2,1,5,x,x,DQ21,topedge,M0_A_2_1_5_DQ21,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M0,0,DATA,A,2,1,5,x,x,DQ21,botedge,M0_A_2_1_5_DQ21,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M0,0,DATA,A,2,1,5,x,x,DQ21,hmargin,M0_A_2_1_5_DQ21,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M0,0,DATA,A,2,1,5,x,x,DQ21,hcenter,M0_A_2_1_5_DQ21,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M0,0,DATA,A,2,1,5,x,x,DQ21,vmargin,M0_A_2_1_5_DQ21,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M0,0,DATA,A,2,1,5,x,x,DQ21,vcenter,M0_A_2_1_5_DQ21,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M0,0,DATA,A,2,1,6,x,x,DQ22,leftedge,M0_A_2_1_6_DQ22,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M0,0,DATA,A,2,1,6,x,x,DQ22,rightedge,M0_A_2_1_6_DQ22,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M0,0,DATA,A,2,1,6,x,x,DQ22,topedge,M0_A_2_1_6_DQ22,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M0,0,DATA,A,2,1,6,x,x,DQ22,botedge,M0_A_2_1_6_DQ22,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M0,0,DATA,A,2,1,6,x,x,DQ22,hmargin,M0_A_2_1_6_DQ22,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M0,0,DATA,A,2,1,6,x,x,DQ22,hcenter,M0_A_2_1_6_DQ22,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M0,0,DATA,A,2,1,6,x,x,DQ22,vmargin,M0_A_2_1_6_DQ22,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M0,0,DATA,A,2,1,6,x,x,DQ22,vcenter,M0_A_2_1_6_DQ22,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M0,0,DATA,A,2,1,7,x,x,DQ23,leftedge,M0_A_2_1_7_DQ23,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M0,0,DATA,A,2,1,7,x,x,DQ23,rightedge,M0_A_2_1_7_DQ23,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M0,0,DATA,A,2,1,7,x,x,DQ23,topedge,M0_A_2_1_7_DQ23,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M0,0,DATA,A,2,1,7,x,x,DQ23,botedge,M0_A_2_1_7_DQ23,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M0,0,DATA,A,2,1,7,x,x,DQ23,hmargin,M0_A_2_1_7_DQ23,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M0,0,DATA,A,2,1,7,x,x,DQ23,hcenter,M0_A_2_1_7_DQ23,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M0,0,DATA,A,2,1,7,x,x,DQ23,vmargin,M0_A_2_1_7_DQ23,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M0,0,DATA,A,2,1,7,x,x,DQ23,vcenter,M0_A_2_1_7_DQ23,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M0,0,DATA,A,3,0,0,x,x,DQ24,leftedge,M0_A_3_0_0_DQ24,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M0,0,DATA,A,3,0,0,x,x,DQ24,rightedge,M0_A_3_0_0_DQ24,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M0,0,DATA,A,3,0,0,x,x,DQ24,topedge,M0_A_3_0_0_DQ24,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M0,0,DATA,A,3,0,0,x,x,DQ24,botedge,M0_A_3_0_0_DQ24,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M0,0,DATA,A,3,0,0,x,x,DQ24,hmargin,M0_A_3_0_0_DQ24,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M0,0,DATA,A,3,0,0,x,x,DQ24,hcenter,M0_A_3_0_0_DQ24,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M0,0,DATA,A,3,0,0,x,x,DQ24,vmargin,M0_A_3_0_0_DQ24,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M0,0,DATA,A,3,0,0,x,x,DQ24,vcenter,M0_A_3_0_0_DQ24,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M0,0,DATA,A,3,0,1,x,x,DQ25,leftedge,M0_A_3_0_1_DQ25,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M0,0,DATA,A,3,0,1,x,x,DQ25,rightedge,M0_A_3_0_1_DQ25,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M0,0,DATA,A,3,0,1,x,x,DQ25,topedge,M0_A_3_0_1_DQ25,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M0,0,DATA,A,3,0,1,x,x,DQ25,botedge,M0_A_3_0_1_DQ25,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M0,0,DATA,A,3,0,1,x,x,DQ25,hmargin,M0_A_3_0_1_DQ25,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M0,0,DATA,A,3,0,1,x,x,DQ25,hcenter,M0_A_3_0_1_DQ25,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M0,0,DATA,A,3,0,1,x,x,DQ25,vmargin,M0_A_3_0_1_DQ25,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M0,0,DATA,A,3,0,1,x,x,DQ25,vcenter,M0_A_3_0_1_DQ25,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M0,0,DATA,A,3,0,2,x,x,DQ26,leftedge,M0_A_3_0_2_DQ26,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M0,0,DATA,A,3,0,2,x,x,DQ26,rightedge,M0_A_3_0_2_DQ26,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M0,0,DATA,A,3,0,2,x,x,DQ26,topedge,M0_A_3_0_2_DQ26,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M0,0,DATA,A,3,0,2,x,x,DQ26,botedge,M0_A_3_0_2_DQ26,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M0,0,DATA,A,3,0,2,x,x,DQ26,hmargin,M0_A_3_0_2_DQ26,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M0,0,DATA,A,3,0,2,x,x,DQ26,hcenter,M0_A_3_0_2_DQ26,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M0,0,DATA,A,3,0,2,x,x,DQ26,vmargin,M0_A_3_0_2_DQ26,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M0,0,DATA,A,3,0,2,x,x,DQ26,vcenter,M0_A_3_0_2_DQ26,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M0,0,DATA,A,3,0,3,x,x,DQ27,leftedge,M0_A_3_0_3_DQ27,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M0,0,DATA,A,3,0,3,x,x,DQ27,rightedge,M0_A_3_0_3_DQ27,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M0,0,DATA,A,3,0,3,x,x,DQ27,topedge,M0_A_3_0_3_DQ27,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M0,0,DATA,A,3,0,3,x,x,DQ27,botedge,M0_A_3_0_3_DQ27,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M0,0,DATA,A,3,0,3,x,x,DQ27,hmargin,M0_A_3_0_3_DQ27,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M0,0,DATA,A,3,0,3,x,x,DQ27,hcenter,M0_A_3_0_3_DQ27,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M0,0,DATA,A,3,0,3,x,x,DQ27,vmargin,M0_A_3_0_3_DQ27,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M0,0,DATA,A,3,0,3,x,x,DQ27,vcenter,M0_A_3_0_3_DQ27,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M0,0,DATA,A,3,1,4,x,x,DQ28,leftedge,M0_A_3_1_4_DQ28,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M0,0,DATA,A,3,1,4,x,x,DQ28,rightedge,M0_A_3_1_4_DQ28,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M0,0,DATA,A,3,1,4,x,x,DQ28,topedge,M0_A_3_1_4_DQ28,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M0,0,DATA,A,3,1,4,x,x,DQ28,botedge,M0_A_3_1_4_DQ28,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M0,0,DATA,A,3,1,4,x,x,DQ28,hmargin,M0_A_3_1_4_DQ28,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M0,0,DATA,A,3,1,4,x,x,DQ28,hcenter,M0_A_3_1_4_DQ28,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M0,0,DATA,A,3,1,4,x,x,DQ28,vmargin,M0_A_3_1_4_DQ28,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M0,0,DATA,A,3,1,4,x,x,DQ28,vcenter,M0_A_3_1_4_DQ28,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M0,0,DATA,A,3,1,5,x,x,DQ29,leftedge,M0_A_3_1_5_DQ29,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M0,0,DATA,A,3,1,5,x,x,DQ29,rightedge,M0_A_3_1_5_DQ29,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M0,0,DATA,A,3,1,5,x,x,DQ29,topedge,M0_A_3_1_5_DQ29,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M0,0,DATA,A,3,1,5,x,x,DQ29,botedge,M0_A_3_1_5_DQ29,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M0,0,DATA,A,3,1,5,x,x,DQ29,hmargin,M0_A_3_1_5_DQ29,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M0,0,DATA,A,3,1,5,x,x,DQ29,hcenter,M0_A_3_1_5_DQ29,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M0,0,DATA,A,3,1,5,x,x,DQ29,vmargin,M0_A_3_1_5_DQ29,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M0,0,DATA,A,3,1,5,x,x,DQ29,vcenter,M0_A_3_1_5_DQ29,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M0,0,DATA,A,3,1,6,x,x,DQ30,leftedge,M0_A_3_1_6_DQ30,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M0,0,DATA,A,3,1,6,x,x,DQ30,rightedge,M0_A_3_1_6_DQ30,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M0,0,DATA,A,3,1,6,x,x,DQ30,topedge,M0_A_3_1_6_DQ30,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M0,0,DATA,A,3,1,6,x,x,DQ30,botedge,M0_A_3_1_6_DQ30,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M0,0,DATA,A,3,1,6,x,x,DQ30,hmargin,M0_A_3_1_6_DQ30,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M0,0,DATA,A,3,1,6,x,x,DQ30,hcenter,M0_A_3_1_6_DQ30,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M0,0,DATA,A,3,1,6,x,x,DQ30,vmargin,M0_A_3_1_6_DQ30,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M0,0,DATA,A,3,1,6,x,x,DQ30,vcenter,M0_A_3_1_6_DQ30,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M0,0,DATA,A,3,1,7,x,x,DQ31,leftedge,M0_A_3_1_7_DQ31,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M0,0,DATA,A,3,1,7,x,x,DQ31,rightedge,M0_A_3_1_7_DQ31,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M0,0,DATA,A,3,1,7,x,x,DQ31,topedge,M0_A_3_1_7_DQ31,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M0,0,DATA,A,3,1,7,x,x,DQ31,botedge,M0_A_3_1_7_DQ31,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M0,0,DATA,A,3,1,7,x,x,DQ31,hmargin,M0_A_3_1_7_DQ31,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M0,0,DATA,A,3,1,7,x,x,DQ31,hcenter,M0_A_3_1_7_DQ31,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M0,0,DATA,A,3,1,7,x,x,DQ31,vmargin,M0_A_3_1_7_DQ31,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M0,0,DATA,A,3,1,7,x,x,DQ31,vcenter,M0_A_3_1_7_DQ31,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M0,0,DATA,A,4,0,0,x,x,DQ32,leftedge,M0_A_4_0_0_DQ32,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M0,0,DATA,A,4,0,0,x,x,DQ32,rightedge,M0_A_4_0_0_DQ32,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M0,0,DATA,A,4,0,0,x,x,DQ32,topedge,M0_A_4_0_0_DQ32,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M0,0,DATA,A,4,0,0,x,x,DQ32,botedge,M0_A_4_0_0_DQ32,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M0,0,DATA,A,4,0,0,x,x,DQ32,hmargin,M0_A_4_0_0_DQ32,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
TDO,M0,0,DATA,A,4,0,0,x,x,DQ32,hcenter,M0_A_4_0_0_DQ32,16,-,2Comp,-,-,-,-,-,2.0,HCENTER_DATA,DQHCTR
TDO,M0,0,DATA,A,4,0,0,x,x,DQ32,vmargin,M0_A_4_0_0_DQ32,16,-,2Comp,-,-,-,5,150,2.0,VMARGIN_DATA,DQVMAR
TDO,M0,0,DATA,A,4,0,0,x,x,DQ32,vcenter,M0_A_4_0_0_DQ32,16,-,2Comp,-,-,-,-,-,2.0,VCENTER_DATA,DQVCTR
TDO,M0,0,DATA,A,4,0,1,x,x,DQ33,leftedge,M0_A_4_0_1_DQ33,16,-,2Comp,-,-,-,-,-,2.0,LEFTEDGE_DATA,DQLEFT
TDO,M0,0,DATA,A,4,0,1,x,x,DQ33,rightedge,M0_A_4_0_1_DQ33,16,-,2Comp,-,-,-,-,-,2.0,RIGHTEDGE_DATA,DQRIGH
TDO,M0,0,DATA,A,4,0,1,x,x,DQ33,topedge,M0_A_4_0_1_DQ33,16,-,2Comp,-,-,-,-,-,2.0,TOPEDGE_DATA,DQTOP
TDO,M0,0,DATA,A,4,0,1,x,x,DQ33,botedge,M0_A_4_0_1_DQ33,16,-,2Comp,-,-,-,-,-,2.0,BOTEDGE_DATA,DQBOT
TDO,M0,0,DATA,A,4,0,1,x,x,DQ33,hmargin,M0_A_4_0_1_DQ33,16,-,2Comp,-,-,-,5,64,2.0,HMARGIN_DATA,DQHMAR
